#;H1;H2;H3;H4;H5;H6;H7;M1;M2;M3;M4;M5;M6;L1;L2;L3;L4;L5;L6;L7
07688;3;6;7;8;13;15;22;26;32;33;44;46;54;55;57;58;59;66;69;70
07689;9;10;12;16;18;22;25;26;33;34;50;52;54;57;59;61;62;63;64;65
07690;1;4;7;8;21;23;30;32;38;42;45;48;51;55;56;57;58;67;68;69
07691;5;7;13;16;17;21;23;29;32;35;37;38;39;42;44;45;49;55;57;62
07692;2;7;8;10;11;13;16;17;20;26;31;33;36;37;42;46;48;51;52;60
07693;15;25;29;30;32;33;34;35;38;40;46;47;48;50;55;57;62;63;65;69
07694;3;4;5;8;9;11;23;34;39;40;43;48;50;51;52;54;55;64;65;66
07695;3;4;9;11;14;17;21;23;27;34;37;38;41;44;45;49;51;53;55;64
07696;3;5;6;9;10;20;25;29;37;41;43;47;49;51;53;59;63;64;65;69
07697;1;3;7;11;15;20;24;30;33;44;46;52;53;55;59;61;65;67;68;69
07698;6;8;9;15;16;18;23;24;27;33;36;38;39;47;48;60;62;65;66;67
07699;14;16;19;26;27;31;32;33;34;37;38;42;48;55;56;57;59;62;64;65
07700;3;9;13;17;20;26;31;33;35;39;40;42;49;50;53;56;57;59;65;67
07701;1;3;8;12;13;21;24;28;29;41;45;51;56;57;58;60;63;67;68;69
07702;4;5;6;18;22;26;28;32;36;40;41;42;43;48;49;50;51;54;61;69
07703;1;4;7;8;9;12;13;14;15;17;18;44;45;47;52;62;63;65;69;70
07704;1;4;5;13;14;15;18;22;25;26;31;44;45;51;54;55;56;58;61;70
07705;2;4;6;9;13;16;17;21;24;25;27;30;31;42;48;57;62;64;68;69
07706;1;7;11;13;16;17;18;19;22;30;32;42;46;52;56;58;62;63;67;68
07707;3;10;12;13;16;18;20;27;33;39;40;46;56;57;58;62;66;67;69;70
07708;3;7;9;17;20;24;26;33;36;40;43;44;47;49;53;58;59;61;63;66
07709;2;18;19;20;23;25;28;33;34;35;38;42;43;45;48;52;54;59;66;69
07710;1;5;7;9;11;16;17;22;25;39;40;41;44;49;51;52;53;56;58;60
07711;4;9;11;14;15;21;25;33;34;35;45;52;54;55;58;59;60;61;65;70
07712;2;5;10;12;22;27;29;30;36;38;44;48;52;54;55;56;57;60;61;62
07713;6;11;12;18;22;23;27;30;36;39;41;44;52;55;60;63;66;67;68;70
07714;4;7;11;16;18;21;29;30;41;44;46;47;49;52;56;57;60;61;65;70
07715;1;2;3;4;19;20;25;29;31;34;35;38;40;55;57;61;62;65;69;70
07716;4;15;19;20;22;26;28;33;34;36;39;43;44;53;56;58;59;60;62;63
07717;2;7;9;12;15;17;20;21;23;26;27;28;36;41;45;48;54;60;65;69
07718;3;5;12;15;18;19;23;25;28;30;36;37;38;43;53;54;55;57;59;61
07719;1;4;10;13;18;23;24;26;35;38;39;40;43;49;51;52;54;59;60;65
07720;4;6;10;11;19;23;24;31;35;38;40;42;45;50;51;56;58;63;64;65
07721;9;10;15;17;20;23;26;29;30;35;36;37;45;47;48;49;57;64;67;70
07722;3;4;5;6;11;25;32;34;37;40;44;49;50;54;55;57;65;66;68;70
07723;1;4;5;8;10;15;16;20;24;31;36;37;40;43;46;48;49;50;59;66
07724;9;11;17;20;23;31;32;34;39;42;44;47;49;50;52;54;62;64;65;68
07725;2;3;5;7;8;11;16;23;30;40;41;45;47;52;55;58;60;62;66;68
07726;3;12;17;19;21;24;28;29;32;43;45;46;53;55;56;58;62;65;66;68
07727;3;8;14;15;19;24;25;28;30;34;36;37;39;40;46;50;53;68;69;70
07728;3;4;12;15;18;20;22;30;33;34;36;40;45;53;61;63;64;67;69;70
07729;8;10;11;14;15;22;24;25;28;31;37;44;46;48;51;55;56;61;65;70
07730;1;3;4;6;8;11;17;19;20;21;25;28;31;33;35;41;51;52;55;70
07731;2;4;12;13;14;18;21;25;27;32;33;38;40;42;47;49;50;62;64;68
07732;3;9;12;14;15;17;18;25;27;28;32;35;37;42;50;58;62;63;65;66
07733;1;2;7;10;12;16;20;21;23;26;27;30;32;34;36;46;56;64;65;68
07734;3;5;6;17;18;29;31;36;37;38;44;49;50;54;57;58;60;61;64;66
07735;8;14;18;19;20;25;27;31;33;34;36;40;43;45;48;49;53;54;55;62
07736;3;5;15;17;27;30;31;33;37;41;43;44;47;52;53;55;57;62;69;70
07737;8;11;14;15;18;20;24;25;27;40;49;51;52;53;54;55;58;60;66;69
07738;5;7;8;10;20;25;26;27;30;35;50;51;52;54;59;60;62;65;68;70
07739;1;7;9;16;17;18;23;26;32;37;48;50;51;52;58;60;62;64;66;70
07740;2;4;9;12;13;14;24;25;30;32;37;38;49;55;56;60;61;65;67;70
07741;1;4;5;14;15;16;17;19;24;32;33;35;38;50;51;55;56;58;67;68
07742;6;8;13;18;19;24;28;30;31;34;42;43;44;47;49;53;55;68;69;70
07743;1;5;7;14;17;21;30;31;34;45;47;49;50;53;58;64;65;67;69;70
07744;3;9;12;13;20;25;28;31;33;36;37;38;42;47;51;55;56;61;67;70
07745;8;9;10;12;13;20;29;31;33;35;41;43;45;47;58;62;67;68;69;70
07746;4;8;9;13;15;20;22;26;28;32;39;40;49;50;52;55;56;59;67;70
07747;1;4;6;9;12;25;26;27;31;39;41;43;49;53;55;58;59;60;61;64
07748;1;2;4;11;12;14;15;17;20;28;30;44;49;52;53;55;56;61;66;67
07749;4;13;17;25;29;30;33;36;37;40;42;51;53;62;64;66;67;68;69;70
07750;5;7;10;11;13;15;17;18;29;32;42;44;50;56;58;60;63;64;69;70
07751;3;12;13;14;15;16;20;28;36;37;40;42;44;45;49;52;56;62;66;69
07752;1;4;5;9;15;18;19;22;28;29;38;40;45;46;48;50;52;57;65;70
07753;3;4;5;7;10;13;16;21;22;23;27;32;36;38;40;48;59;62;65;67
07754;1;12;13;16;22;23;25;26;28;39;41;45;49;50;55;60;64;66;67;68
07755;4;7;10;16;19;20;23;24;30;33;34;44;51;53;54;55;60;61;62;70
07756;2;7;15;17;18;22;23;26;31;33;36;39;40;42;50;51;54;56;62;69
07757;6;7;8;12;14;23;24;26;33;34;37;43;45;46;47;53;55;58;66;67
07758;4;7;11;14;20;23;24;28;31;33;38;39;40;42;45;54;57;58;61;67
07759;4;5;7;9;10;12;15;18;24;25;26;32;34;42;46;49;58;64;67;70
07760;1;9;10;12;17;21;24;27;28;29;37;39;42;45;46;63;65;66;68;69
07761;7;9;11;15;18;19;20;25;26;28;38;41;43;46;51;58;60;61;62;69
07762;1;2;10;14;16;17;20;28;33;35;37;42;47;48;50;52;53;58;60;70
07763;3;4;7;8;10;11;16;22;31;33;34;38;41;42;47;51;54;55;65;68
07764;5;7;14;17;21;22;26;27;32;36;39;40;43;44;46;53;54;60;66;70
07765;1;3;5;6;8;10;16;29;30;32;33;35;37;39;44;45;55;63;64;65
07766;12;16;17;22;26;36;38;40;42;43;46;48;50;53;57;58;61;62;66;69
07767;3;7;9;10;11;13;14;20;23;26;28;31;41;44;45;51;55;58;67;69
07768;4;7;14;21;23;28;31;33;37;40;42;43;47;51;54;55;56;62;64;68
07769;6;7;11;12;15;20;22;23;33;37;43;47;52;56;58;60;61;62;65;68
07770;4;10;11;16;18;23;24;26;28;29;36;38;41;44;50;57;58;64;65;67
07771;1;6;7;12;16;22;23;28;29;38;41;42;50;51;53;55;59;60;65;70
07772;3;8;11;12;18;21;28;32;35;36;42;48;49;50;52;53;64;67;68;69
07773;2;5;19;20;21;24;25;27;29;31;35;37;40;47;53;55;56;64;65;70
07774;3;6;14;16;17;26;28;29;30;31;33;43;44;46;51;56;59;61;62;66
07775;2;4;5;11;14;16;22;35;36;37;38;44;48;54;56;57;63;65;66;69
07776;3;4;7;9;11;16;20;23;24;26;27;29;42;44;58;61;63;64;65;66
07777;3;4;8;10;16;19;21;24;25;28;31;39;40;41;48;49;55;57;59;65
07778;1;2;4;7;13;16;22;25;30;36;42;43;45;50;51;60;62;65;69;70
07779;2;5;7;8;10;12;14;28;29;30;37;39;46;48;53;56;60;61;66;67
07780;2;6;7;15;20;24;42;45;48;49;50;53;57;58;63;64;65;67;68;69
07781;9;16;17;18;20;25;27;34;40;41;42;44;47;48;50;57;61;63;65;70
07782;8;13;17;26;29;33;38;39;40;41;48;50;51;53;56;57;62;64;65;66
07783;2;4;19;24;26;28;30;32;34;35;42;43;45;46;47;49;53;56;62;69
07784;3;5;7;14;16;18;21;26;29;31;34;35;39;40;46;53;54;56;67;68
07785;1;2;9;13;14;19;23;24;25;27;28;32;34;40;49;55;57;60;62;70
07786;12;13;16;19;20;22;27;28;33;34;36;39;40;48;50;52;53;60;64;65
07787;3;4;5;7;9;11;14;19;20;22;27;29;36;38;47;48;50;51;53;66
07788;4;5;7;11;16;19;24;25;29;31;33;35;37;38;39;44;45;57;64;68
07789;1;8;17;18;20;22;26;27;31;35;36;39;41;47;50;52;58;63;66;70
07790;2;3;4;12;14;15;16;21;23;26;41;42;46;47;49;57;60;61;62;68
07791;1;2;16;21;24;25;29;30;34;37;40;41;44;53;54;58;60;64;65;66
07792;1;5;9;10;12;14;16;17;20;22;23;24;27;28;33;34;37;52;56;67
07793;3;10;12;14;17;19;21;33;36;38;42;46;49;50;51;52;59;61;67;68
07794;1;3;4;11;14;19;20;25;31;40;44;46;49;55;57;61;63;65;68;70
07795;2;9;10;11;13;14;17;18;20;23;33;39;40;41;46;49;53;56;63;64
07796;6;8;10;11;12;13;16;22;23;32;33;44;47;48;56;58;59;63;66;70
07797;1;5;6;10;11;12;14;17;26;28;37;38;43;44;51;57;58;59;61;66
07798;3;8;10;14;20;25;28;30;37;39;40;50;51;53;57;63;65;68;69;70
07799;3;6;7;17;18;21;27;28;29;30;33;35;45;49;53;54;63;64;67;68
07800;5;9;10;18;20;23;27;28;31;37;39;46;52;53;57;62;63;65;66;68
07801;5;6;8;11;12;13;20;28;30;31;33;34;52;54;56;57;61;63;65;68
07802;1;3;16;18;20;23;25;33;34;35;39;44;45;54;55;56;57;61;62;66
07803;3;14;19;20;23;27;30;31;34;36;38;40;43;44;45;51;57;63;69;70
07804;2;3;6;7;11;16;17;26;33;38;40;42;44;45;51;55;56;58;62;63
07805;3;4;9;11;13;14;16;17;19;26;32;43;46;49;53;54;56;61;64;66
07806;2;3;6;8;10;13;14;15;17;21;27;29;30;33;38;51;55;61;63;69
07807;2;5;6;9;17;21;22;25;28;37;39;42;44;45;46;56;58;64;66;70
07808;1;2;3;5;6;8;9;10;13;18;22;33;36;41;44;54;58;60;68;69
07809;1;9;10;13;17;20;23;34;35;43;44;47;48;50;52;60;61;64;69;70
07810;8;11;12;15;18;19;23;25;32;33;39;42;43;46;55;58;59;68;69;70
07811;3;6;8;14;15;17;20;21;22;30;31;32;34;36;43;49;53;55;59;70
07812;1;12;16;18;19;22;27;30;38;42;45;48;53;55;58;59;63;65;68;70
07813;2;5;7;15;18;21;22;23;26;30;31;41;47;48;52;57;60;61;62;67
07814;6;11;19;22;26;33;34;35;37;45;48;50;52;55;60;62;63;65;68;69
07815;1;4;7;9;14;16;17;22;28;29;30;32;33;35;41;43;48;59;60;64
07816;2;9;10;15;21;22;23;24;28;31;33;45;46;52;54;56;60;62;65;66
07817;3;4;5;12;14;16;27;29;30;32;41;53;56;57;58;59;60;64;67;70
07818;2;4;7;8;11;14;15;18;21;30;33;36;43;46;48;49;51;53;57;69
07819;1;3;9;15;16;18;20;21;22;24;25;39;42;43;46;51;62;68;69;70
07820;2;9;14;19;22;27;28;33;34;37;39;41;45;47;53;58;61;66;68;70
07821;2;9;12;15;23;27;28;32;34;39;41;45;46;47;48;53;62;63;68;70
07822;4;7;8;9;10;16;17;21;22;25;26;27;32;35;41;46;50;56;57;69
07823;6;8;9;15;18;22;26;30;31;32;41;43;47;50;53;55;57;62;64;65
07824;7;9;11;12;17;18;20;22;23;34;35;36;37;40;47;55;56;59;61;67
07825;2;6;11;13;18;20;24;26;31;34;37;39;50;57;61;63;66;67;68;70
07826;1;2;3;4;9;12;18;19;20;29;31;33;36;39;52;53;60;64;65;67
07827;12;15;16;21;23;24;25;27;32;39;42;48;52;55;59;60;62;63;65;66
07828;1;9;16;21;22;23;24;31;43;44;45;50;51;53;54;55;56;57;65;67
07829;8;9;11;16;18;34;36;37;39;40;44;45;46;48;50;51;52;53;61;65
07830;3;5;7;13;15;22;27;28;35;42;43;47;49;50;51;52;54;56;58;63
07831;2;3;4;8;9;11;20;22;23;26;30;40;44;47;52;56;59;60;62;67
07832;1;8;10;11;15;19;20;30;31;39;46;51;53;58;61;62;64;65;66;68
07833;3;5;6;7;13;15;23;24;28;33;38;39;40;44;46;50;51;59;61;67
07834;4;5;7;8;12;20;29;31;33;35;39;40;41;44;46;50;59;63;64;66
07835;16;17;19;23;27;39;47;49;51;52;54;55;56;57;58;60;61;65;67;69
07836;3;7;10;12;17;19;23;24;29;30;35;36;37;41;43;46;51;54;58;67
07837;1;3;7;10;13;17;18;23;24;26;31;38;42;45;47;49;58;60;64;65
07838;1;2;20;21;23;25;28;29;30;33;35;37;41;47;60;62;64;67;69;70
07839;1;9;11;16;18;23;30;31;32;33;37;40;45;49;53;60;62;63;68;69
07840;8;13;22;25;31;32;34;36;40;45;47;48;49;52;57;59;61;64;68;69
07841;1;6;11;12;14;15;25;33;35;37;39;47;48;49;52;59;63;64;65;68
07842;2;3;8;12;18;22;23;24;28;33;36;40;49;50;54;55;60;63;65;68
07843;4;12;17;21;23;25;27;28;29;37;42;43;47;53;54;56;58;59;61;64
07844;8;13;14;16;21;35;36;38;39;42;43;44;49;53;56;59;60;64;66;68
07845;3;5;13;14;15;19;20;23;27;34;35;41;48;50;52;57;60;62;63;69
07846;4;5;7;14;15;16;17;22;27;30;32;33;35;37;41;45;51;60;69;70
07847;4;15;18;20;21;22;23;25;26;27;32;33;35;40;45;47;52;53;65;70
07848;5;7;9;14;15;27;29;30;34;38;40;41;49;51;53;55;56;57;66;70
07849;1;4;11;12;14;20;30;32;34;40;41;43;45;46;48;52;59;63;66;70
07850;1;5;7;13;15;16;19;33;38;39;41;42;50;54;55;59;62;63;64;68
07851;3;4;5;9;10;12;21;23;28;30;36;41;47;50;51;56;58;63;67;68
07852;4;5;7;11;14;15;19;22;27;28;35;41;42;44;47;54;55;56;60;63
07853;4;5;9;15;23;28;30;31;35;37;38;39;41;42;43;51;61;65;69;70
07854;1;11;14;15;18;22;23;24;27;29;32;33;40;41;43;44;52;53;56;66
07855;2;4;11;13;16;17;18;24;37;38;40;43;59;60;62;63;64;67;68;70
07856;6;7;16;21;24;26;36;38;40;43;44;45;48;49;50;54;56;59;65;68
07857;1;2;9;11;12;15;17;19;20;24;26;28;31;32;34;37;55;59;62;65
07858;1;11;13;15;22;27;28;30;32;33;36;37;42;52;55;64;66;68;69;70
07859;13;17;20;24;26;35;36;37;38;42;43;44;46;48;51;60;61;62;64;69
07860;7;10;17;23;24;25;27;28;34;35;41;43;46;51;52;57;62;64;65;70
07861;3;6;12;17;19;22;24;25;27;30;38;50;54;55;56;57;61;63;65;68
07862;4;6;9;20;23;30;32;34;38;40;44;49;51;53;54;55;62;65;66;70
07863;3;5;6;10;18;20;23;28;31;36;38;41;47;49;51;57;59;60;62;64
07864;4;7;8;16;18;19;25;31;33;34;40;44;50;57;58;60;63;65;68;69
07865;7;19;21;26;31;33;38;42;45;46;49;52;53;56;58;59;62;64;67;70
07866;1;2;6;11;13;16;21;29;32;37;38;45;46;49;52;56;58;62;63;70
07867;1;3;6;14;17;18;19;24;29;37;39;41;43;48;50;55;58;60;65;67
07868;2;5;11;21;32;38;39;40;41;49;50;51;52;53;57;60;64;65;66;70
07869;5;9;15;18;23;25;34;35;37;43;48;50;51;52;53;55;56;61;67;70
07870;1;10;12;16;17;18;19;23;26;30;32;34;41;42;53;57;62;64;65;68
07871;1;5;9;10;13;15;17;24;29;30;31;35;36;42;44;46;49;64;67;69
07872;4;10;12;14;16;19;21;22;27;32;35;37;42;50;52;53;56;61;65;67
07873;1;2;6;8;21;25;26;33;40;45;51;52;56;60;61;62;64;67;68;70
07874;1;2;7;9;10;22;23;29;33;37;44;50;57;58;60;61;62;63;67;70
07875;8;9;10;15;22;25;28;30;34;37;39;48;51;53;55;56;61;62;63;65
07876;2;8;10;11;13;16;19;23;26;27;32;33;46;49;50;52;56;62;64;67
07877;2;4;8;10;11;16;17;22;37;39;40;43;46;47;51;56;59;64;65;69
07878;6;10;12;17;22;28;31;33;36;40;42;47;49;50;51;52;56;57;59;60
07879;3;5;9;11;13;16;17;18;27;28;30;34;35;42;45;48;54;63;67;70
07880;2;11;14;19;23;24;25;28;33;34;35;36;43;44;48;51;57;59;62;69
07881;1;6;10;19;21;25;29;33;36;37;40;44;53;54;63;65;66;67;69;70
07882;1;5;6;10;11;13;21;28;30;32;36;46;48;49;50;52;56;64;67;70
07883;2;8;10;12;13;18;23;26;30;32;33;36;39;56;58;61;62;63;68;70
07884;1;3;5;9;11;18;24;27;31;33;38;40;54;56;60;63;65;66;67;70
07885;1;5;7;8;10;12;13;15;22;23;38;42;43;46;47;53;57;62;63;70
07886;1;5;7;11;19;20;24;38;42;47;48;49;50;51;53;58;60;61;62;63
07887;5;6;7;8;10;12;23;27;29;31;34;40;48;56;59;61;62;68;69;70
07888;6;10;11;14;16;23;30;31;32;34;40;42;43;44;55;57;61;63;64;69
07889;1;3;5;10;15;17;21;23;24;26;33;36;39;40;49;50;55;56;65;66
07890;6;7;8;9;18;21;23;24;25;29;31;37;38;39;41;44;59;63;66;67
07891;4;6;9;13;20;23;33;34;35;44;47;49;52;54;57;58;59;61;64;68
07892;7;8;9;12;16;24;27;29;33;37;41;43;46;51;57;60;62;63;66;67
07893;4;6;7;8;11;14;16;21;24;26;28;32;36;37;39;48;51;54;61;68
07894;2;7;9;15;17;21;23;25;26;28;31;32;37;39;47;50;53;58;61;66
07895;8;9;10;13;14;22;29;37;40;43;46;48;49;51;52;53;55;63;64;65
07896;3;6;11;13;14;16;22;26;27;30;36;38;43;46;47;53;56;58;63;69
07897;6;10;16;21;25;27;29;36;38;45;47;48;52;54;55;56;61;67;68;70
07898;9;15;25;26;27;28;32;33;37;38;41;50;54;55;58;60;62;63;64;70
07899;9;10;18;21;24;26;29;37;39;41;42;49;50;54;56;57;60;62;66;70
07900;2;3;7;12;23;24;26;28;31;35;43;44;47;50;57;62;63;66;67;70
07901;3;5;6;8;16;17;23;26;27;29;34;35;42;45;50;51;57;60;61;63
07902;5;12;14;15;17;21;24;25;30;31;33;39;41;42;43;44;45;56;63;69
07903;1;2;7;9;11;12;15;19;27;29;30;32;33;41;42;44;47;50;56;58
07904;1;4;6;11;12;14;18;22;26;27;33;34;39;40;41;46;63;65;66;69
07905;4;5;7;12;14;16;17;24;25;26;30;33;36;42;56;58;61;62;65;67
07906;1;8;12;14;21;24;25;26;29;30;32;33;42;43;45;47;53;67;68;69
07907;6;13;14;20;24;30;31;33;36;37;39;44;45;50;54;56;64;66;68;70
07908;1;5;15;16;19;20;21;22;30;31;34;37;40;44;45;51;54;57;62;70
07909;3;4;6;9;12;16;23;26;27;28;29;30;32;40;45;48;56;57;60;67
07910;5;7;8;16;18;19;23;25;28;30;35;40;42;43;46;49;58;60;65;68
07911;12;13;21;25;29;33;35;36;38;41;42;45;46;51;52;53;59;60;61;63
07912;5;8;16;21;29;30;32;33;40;41;46;47;49;52;53;58;65;66;69;70
07913;8;9;13;17;28;29;36;41;45;46;49;52;54;57;58;63;64;65;68;69
07914;5;6;8;18;24;27;29;33;37;38;40;43;45;47;48;54;55;58;62;69
07915;2;4;6;10;15;16;18;20;27;29;32;34;38;44;59;61;63;64;65;69
07916;4;5;7;8;10;21;27;28;31;32;37;38;45;48;49;53;56;66;67;70
07917;1;3;6;13;14;15;17;18;20;23;26;28;43;44;48;54;62;65;67;70
07918;1;2;4;5;13;18;23;28;32;34;35;41;45;48;51;52;60;61;62;63
07919;6;10;11;12;14;16;27;29;31;32;34;36;38;41;46;52;58;60;61;69
07920;1;3;4;8;10;17;18;20;39;45;48;50;51;55;56;59;61;62;64;69
07921;1;4;6;7;11;14;21;22;25;27;29;32;34;36;47;49;50;51;60;70
07922;7;8;12;14;16;21;23;31;34;36;40;41;42;49;53;54;56;58;59;63
07923;1;6;12;13;14;16;23;28;29;32;40;42;43;50;53;54;58;59;61;67
07924;1;2;3;5;7;8;10;14;20;21;27;30;40;41;47;51;53;54;56;64
07925;1;2;7;10;11;14;16;19;20;21;22;30;36;44;53;54;56;59;62;68
07926;4;7;10;13;19;21;25;26;27;30;33;37;38;43;44;45;49;57;60;69
07927;3;4;14;16;18;21;23;27;31;35;40;41;42;44;47;48;52;55;66;68
07928;4;7;8;10;11;16;24;25;27;28;30;37;40;41;49;50;54;57;60;64
07929;1;6;9;10;11;13;15;17;19;25;29;32;38;39;40;41;48;62;66;70
07930;1;5;8;14;15;21;26;34;38;40;42;43;52;53;60;61;62;66;68;69
07931;14;15;16;19;20;29;31;32;34;35;36;38;48;49;62;63;64;66;68;69
07932;10;17;18;20;22;23;26;34;40;43;45;46;50;56;61;63;64;66;67;70
07933;5;6;7;8;11;13;15;17;27;33;36;37;40;46;49;54;63;65;69;70
07934;1;5;8;10;11;15;16;20;22;23;33;34;36;44;46;48;54;59;60;64
07935;6;13;16;18;20;21;29;32;33;34;35;45;46;47;48;50;56;59;62;65
07936;4;9;15;18;21;24;25;26;29;36;38;41;42;48;49;56;60;61;66;68
07937;2;3;4;6;9;17;20;29;30;32;33;34;40;43;44;45;51;52;58;63
07938;2;4;12;24;29;30;31;33;35;37;40;42;44;46;50;51;53;54;62;69
07939;2;4;5;9;18;19;22;25;30;32;36;39;45;50;55;57;58;67;68;70
07940;10;13;14;16;21;23;25;30;34;35;36;44;45;56;58;60;62;64;67;68
07941;5;14;20;21;27;31;32;34;36;37;38;43;44;47;50;51;53;57;58;69
07942;2;10;19;24;26;27;28;30;34;36;44;45;48;54;60;63;64;65;66;67
07943;3;5;6;9;10;12;18;23;28;30;31;35;36;38;52;57;63;65;67;70
07944;3;4;12;14;18;20;23;25;30;37;38;42;50;51;52;55;56;65;68;69
07945;3;8;16;17;18;20;23;36;39;48;49;50;51;52;56;57;59;63;68;70
07946;4;16;17;19;29;31;34;36;39;42;43;44;45;50;51;57;61;64;65;69
07947;2;4;6;12;13;14;18;19;25;30;31;39;42;44;45;59;62;63;66;67
07948;2;3;6;9;13;15;17;26;27;30;36;38;39;43;45;47;53;57;62;69
07949;3;4;7;8;10;11;18;23;27;36;37;39;41;54;57;60;62;63;64;65
07950;6;9;13;20;29;32;37;38;39;42;44;49;51;52;54;55;57;63;64;68
07951;4;5;7;15;21;23;28;30;34;36;37;40;41;45;46;49;63;65;66;70
07952;1;4;10;12;14;18;22;25;27;31;32;37;40;42;44;47;53;58;62;70
07953;1;3;9;10;13;16;24;26;31;35;37;50;55;57;58;59;60;62;63;64
07954;2;4;5;6;10;15;16;21;24;35;36;38;45;46;47;50;54;56;67;70
07955;2;9;13;16;19;24;29;32;34;35;36;37;46;53;54;55;59;61;67;70
07956;1;9;11;12;19;20;23;29;30;32;35;42;44;46;48;49;50;57;60;65
07957;2;3;6;8;12;14;16;19;22;29;33;40;45;47;49;54;56;59;69;70
07958;1;6;7;11;13;16;17;24;25;27;28;30;37;39;40;52;53;59;63;69
07959;2;3;5;6;11;18;20;30;31;35;40;45;55;58;59;60;61;62;64;68
07960;1;4;5;17;19;22;24;30;33;35;36;39;40;42;44;45;49;53;60;65
07961;2;3;7;10;11;20;21;29;32;36;39;40;42;49;51;52;53;56;62;67
07962;1;10;13;14;17;18;20;23;34;37;39;40;41;42;45;48;49;59;65;66
07963;5;14;15;16;18;21;25;27;28;34;41;42;48;51;52;60;62;63;66;70
07964;2;5;13;14;15;16;18;19;20;22;26;27;36;41;44;55;60;61;63;65
07965;1;8;10;11;14;15;21;24;28;29;33;35;39;42;43;51;52;56;64;67
07966;4;9;13;14;20;22;23;24;30;36;38;39;42;47;50;51;53;59;66;69
07967;1;2;5;7;10;14;16;20;29;31;32;36;40;50;53;56;59;63;65;68
07968;2;3;7;12;13;14;16;24;30;32;34;37;40;42;46;47;52;58;64;67
07969;2;7;15;20;28;30;31;34;42;43;47;48;49;57;58;60;61;67;69;70
07970;4;9;11;14;18;23;28;32;35;40;42;44;47;53;55;56;61;63;64;65
07971;6;14;18;22;25;30;38;39;40;46;49;52;53;54;57;59;61;62;67;69
07972;3;5;6;9;18;19;20;22;30;36;39;41;43;45;51;52;53;63;67;70
07973;3;5;10;12;13;14;19;26;27;30;33;34;42;44;46;50;54;60;61;67
07974;2;8;13;17;18;21;22;23;24;25;26;30;35;37;40;41;44;51;57;64
07975;3;5;7;8;13;21;22;23;24;26;33;36;42;43;44;50;56;57;60;67
07976;11;13;17;18;19;21;23;29;37;38;40;52;58;59;63;64;66;68;69;70
07977;6;10;11;13;16;20;21;23;24;26;31;35;41;46;47;48;54;57;60;63
07978;4;5;6;8;19;20;21;24;27;37;38;40;45;46;48;49;58;62;64;70
07979;8;12;15;17;29;34;36;38;39;43;44;46;48;49;52;56;57;63;67;70
07980;1;3;8;9;10;14;16;18;21;29;31;32;38;40;43;47;54;55;68;70
07981;2;4;10;15;16;19;20;23;26;31;34;38;43;45;56;57;64;66;69;70
07982;11;14;16;17;18;23;24;29;31;35;37;38;39;40;44;45;47;51;66;69
07983;1;3;6;7;8;9;15;16;19;20;23;24;32;34;35;39;43;54;62;68
07984;1;2;10;13;17;20;26;27;29;30;32;33;34;35;40;45;53;64;65;66
07985;1;2;6;13;15;20;24;31;37;38;44;48;50;51;53;60;61;63;67;69
07986;1;3;6;8;16;17;20;28;29;39;42;46;47;55;57;59;61;62;65;70
07987;2;3;5;8;11;12;21;22;31;32;43;46;56;57;59;60;64;65;67;69
07988;1;2;3;4;6;10;13;16;19;21;24;33;34;35;39;44;50;51;62;63
07989;3;4;21;24;26;30;32;34;36;38;41;42;46;48;49;50;56;64;65;68
07990;2;24;26;29;30;34;36;39;40;41;42;45;49;58;59;61;63;64;65;67
07991;4;6;7;16;20;23;25;28;31;33;35;38;44;49;50;54;59;60;63;68
07992;2;4;8;10;12;14;27;30;31;35;38;39;42;53;56;57;58;65;66;67
07993;2;4;13;17;19;21;29;30;32;41;42;43;45;48;49;54;55;57;65;68
07994;2;4;5;8;15;17;20;33;34;37;40;42;44;45;47;52;55;56;58;62
07995;1;4;16;24;25;32;33;37;44;47;48;51;52;55;56;59;60;61;64;70
07996;1;4;6;11;13;17;19;23;30;40;42;45;48;50;51;52;55;66;67;68
07997;3;7;8;9;14;15;21;24;27;28;32;36;40;43;45;48;51;58;59;67
07998;1;14;17;20;22;23;24;28;30;36;38;45;50;51;56;59;60;62;64;67
07999;5;7;12;16;28;33;34;37;38;42;55;56;57;58;59;60;62;63;64;65
08000;7;8;10;13;17;22;24;26;30;37;40;41;42;46;55;58;60;61;66;68
08001;1;3;8;11;14;16;22;24;28;29;34;40;46;50;51;53;56;64;65;67
08002;3;9;12;15;18;20;23;26;28;39;40;41;42;46;47;50;53;54;60;65
08003;4;7;14;16;19;20;22;24;30;31;32;34;35;39;40;46;48;57;58;62
08004;4;8;14;16;22;31;39;40;42;47;50;51;53;54;56;57;62;64;67;68
08005;2;4;12;20;22;27;28;29;30;35;37;40;42;43;45;52;54;57;66;70
08006;8;9;16;18;24;26;27;28;34;35;44;45;46;53;54;56;63;65;66;67
08007;8;16;22;27;28;29;38;42;44;45;47;49;51;52;57;64;66;67;68;69
08008;9;10;11;12;13;14;16;19;20;23;28;32;33;40;45;47;64;68;69;70
08009;2;5;7;8;9;15;16;17;18;23;33;35;44;46;54;55;61;64;65;69
08010;5;8;11;12;14;18;19;20;21;25;37;38;43;44;45;46;47;48;55;57
08011;2;6;8;10;12;18;20;22;23;24;35;43;47;52;54;56;57;62;65;67
